x y
-0.25	0.25
-0.07	0.35
-0.44	0.21
-0.59	0.25
0	0.25
-0.79	0.49
-0.15	0.25
0.18	0.76
0.22	0.77
-0.23	0.5
-0.03	1.07
0.28	4.71
0.57	1.96
0.75	4.11
0.52	4.7
0.34	3.77
0.28	5.16
0.47	6.38
0.25	4.14
0.22	3.39
0.57	1.3
0.79	10.62
0.83	9.62
0.49	8.04
0.63	10.8
0.41	4.04
0.39	1.54
0.45	4.06
0.43	2.3
0.16	2.14
1	8.75
0.95	8.51
0.56	4.97
0.39	4.41
0.29	2.57
0.81	3.88
-0.51	0.77
0.49	8.04
0.39	1.54
0.45	4.06
0.43	2.3
0.16	2.14
0.41	4.04
